,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
17959,Unique work,male,11.8,15.7,Not flat,21.0,1.0,Unique,signed,gallery,727.0,acrylic,No description,Spain,images_thesis\2254376_1_m.jpg
17960,Unique work,male,15.7,11.8,Not flat,21.0,1.0,Unique,signed,gallery,727.0,acrylic,No description,Spain,images_thesis\2254369_1_m.jpg
17961,Unique work,female,39.4,23.6,Not flat,2.0,3.0,Unique,signed,independent,3149.0,other,Present,other,images_thesis\2254163_1_m.jpg
17962,Unique work,male,15.7,11.8,Not flat,21.0,1.0,Unique,signed,gallery,727.0,acrylic,Present,Spain,images_thesis\2253571_1_m.jpg
17963,Unique work,unknown,56.7,42.1,Flat,1.0,9.0,Unique,signed,gallery,1211.0,acrylic,No description,France,images_thesis\2249860_1_m.jpg
17964,Unique work,unknown,15.7,47.2,Not flat,1.0,9.0,Unique,signed,gallery,1090.0,acrylic,No description,France,images_thesis\2249853_1_m.jpg
17965,Unique work,unknown,42.1,85.4,Flat,1.0,9.0,Unique,signed,gallery,1998.0,acrylic,No description,France,images_thesis\2249844_1_m.jpg
17966,Unique work,male,24.0,19.7,Not flat,4.0,2.0,Unique,signed,gallery,2786.0,oil,Present,France,images_thesis\2249830_1_m.jpg
17967,Unique work,unknown,31.5,31.5,Not flat,5.0,1.0,Unique,signed,gallery,2301.0,other,Present,France,images_thesis\2249268_1_m.jpg
17968,Unique work,male,23.6,19.7,Not flat,4.0,1.0,Unique,signed,independent,666.0,acrylic,Present,other,images_thesis\2244975_1_m.jpg
17969,Unique work,male,23.6,31.5,Not flat,25.0,2.0,Unique,signed,gallery,4462.0,acrylic,No description,other,images_thesis\2242864_1_m.jpg
17970,Unique work,male,39.4,39.4,Not flat,1.0,9.0,Unique,signed,gallery,4723.0,other,Present,France,images_thesis\2242749_1_m.jpg
17971,Numbered and limited to 8 copies,unknown,41.1,33.3,Not flat,1.0,6.0,Copy,signed,gallery,10900.0,other,Present,France,images_thesis\2242320_1_m.jpg
17972,Unique work,male,39.4,39.4,Not flat,1.0,9.0,Unique,signed,gallery,4723.0,other,Present,France,images_thesis\2241553_1_m.jpg
17973,Unique work,male,39.4,39.4,Not flat,1.0,9.0,Unique,signed,gallery,4723.0,other,Present,France,images_thesis\2237494_1_m.jpg
17974,Unique work,female,51.0,23.0,Not flat,13.0,10.0,Unique,signed,gallery,9286.0,oil,Present,United States,images_thesis\2235000_1_m.jpg
17975,Unique work,female,9.4,7.1,Flat,1.0,10.0,Unique,signed,gallery,832.0,other,Present,France,images_thesis\2233458_1_m.jpg
17976,Unique work,female,31.0,31.0,Flat,2.0,3.0,Unique,signed,gallery,873.0,acrylic,Present,other,images_thesis\2227401_1_m.jpg
17977,Unique work,female,43.3,36.2,Not flat,1.0,3.0,Unique,signed,independent,3379.0,acrylic,Present,France,images_thesis\2220228_1_m.jpg
17978,Unique work,female,39.4,39.4,Not flat,2.0,2.0,Unique,signed,gallery,1938.0,other,No description,other,images_thesis\2218268_1_m.jpg
17979,Unique work,female,28.0,22.0,Not flat,1.0,7.0,Unique,signed,gallery,300.0,other,Present,United States,images_thesis\2216299_1_m.jpg
17980,Unique work,female,41.3,38.2,Not flat,1.0,3.0,Unique,signed,independent,3379.0,acrylic,Present,France,images_thesis\2216034_1_m.jpg
17981,Unique work,female,55.0,35.0,Not flat,1.0,7.0,Unique,signed,gallery,500.0,other,Present,United States,images_thesis\2210538_1_m.jpg
17982,Unique work,female,43.3,37.4,Not flat,1.0,3.0,Unique,signed,independent,3379.0,acrylic,Present,France,images_thesis\2210225_1_m.jpg
17983,Unique work,female,43.3,37.4,Not flat,1.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2209056_1_m.jpg
17984,Unique work,female,51.1,38.1,Not flat,12.0,6.0,Unique,signed,gallery,3800.0,other,Present,other,images_thesis\2204457_1_m.jpg
17985,Unique work,female,43.3,39.4,Not flat,1.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2204114_1_m.jpg
17986,Unique work,male,12.2,16.1,Not flat,1.0,7.0,Unique,signed,independent,103.0,other,Present,France,images_thesis\2202726_1_m.jpg
17987,Unique work,female,44.0,30.0,Not flat,1.0,7.0,Unique,signed,gallery,450.0,other,Present,United States,images_thesis\2201921_1_m.jpg
17988,Unique work,female,39.4,37.4,Not flat,1.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2200795_1_m.jpg
17989,Unique work,female,42.0,36.0,Not flat,1.0,7.0,Unique,signed,gallery,350.0,other,Present,United States,images_thesis\2200654_1_m.jpg
17990,Unique work,female,51.2,38.2,Not flat,1.0,3.0,Unique,signed,independent,3754.0,oil,Present,France,images_thesis\2198091_1_m.jpg
17991,Unique work,female,31.9,39.4,Not flat,13.0,1.0,Unique,signed,independent,2907.0,other,Present,other,images_thesis\2194659_1_m.jpg
17992,Unique work,female,39.4,38.2,Not flat,1.0,3.0,Unique,signed,independent,3512.0,oil,Present,France,images_thesis\2190265_1_m.jpg
17993,Unique work,female,39.4,37.4,Not flat,1.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2189322_1_m.jpg
17994,Unique work,female,24.0,18.0,Not flat,1.0,7.0,Unique,signed,gallery,200.0,other,Present,United States,images_thesis\2189236_1_m.jpg
17995,Numbered and limited to 9 copies,unknown,29.5,29.5,Not flat,7.0,11.0,Copy,signed,gallery,7145.0,other,No description,France,images_thesis\2186407_1_m.jpg
17996,Unique work,female,43.3,37.4,Not flat,1.0,3.0,Unique,signed,independent,3512.0,oil,Present,France,images_thesis\2182429_1_m.jpg
17997,Unique work,male,51.2,63.8,Not flat,1.0,10.0,Unique,signed,gallery,11505.0,oil,No description,France,images_thesis\2182215_1_m.jpg
17998,Unique work,male,51.2,63.8,Not flat,1.0,10.0,Unique,signed,gallery,11505.0,oil,No description,France,images_thesis\2182204_1_m.jpg
17999,Unique work,male,39.4,39.4,Not flat,1.0,8.0,Unique,signed,gallery,1332.0,acrylic,No description,other,images_thesis\2181988_1_m.jpg
18000,Unique work,female,39.4,39.4,Not flat,2.0,2.0,Unique,signed,gallery,1938.0,other,No description,other,images_thesis\2178194_1_m.jpg
18001,Unique work,female,24.0,18.0,Not flat,1.0,7.0,Unique,signed,gallery,200.0,other,Present,United States,images_thesis\2177142_1_m.jpg
18002,Unique work,female,23.6,31.5,Not flat,2.0,9.0,Unique,signed,gallery,1453.0,acrylic,No description,Spain,images_thesis\2176763_1_m.jpg
18003,Unique work,female,41.3,37.4,Not flat,1.0,3.0,Unique,signed,independent,3391.0,oil,Present,France,images_thesis\2176411_1_m.jpg
18004,Unique work,unknown,39.4,39.4,Not flat,1.0,12.0,Unique,signed,gallery,4723.0,other,Present,France,images_thesis\2176308_1_m.jpg
18005,Unique work,female,41.3,37.4,Not flat,1.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2174238_1_m.jpg
18006,Unique work,female,47.2,37.4,Not flat,1.0,3.0,Unique,signed,independent,3633.0,oil,Present,France,images_thesis\2172812_1_m.jpg
18007,Unique work,female,49.2,59.1,Not flat,3.0,3.0,Unique,signed,independent,5208.0,other,Present,France,images_thesis\2171081_1_m.jpg
18008,Unique work,female,41.3,36.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2162988_1_m.jpg
18009,Unique work,female,45.3,37.4,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,No description,France,images_thesis\2162590_1_m.jpg
18010,Unique work,female,39.4,51.2,Not flat,3.0,3.0,Unique,signed,independent,3331.0,other,Present,France,images_thesis\2161752_1_m.jpg
18011,Unique work,female,45.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3331.0,acrylic,Present,France,images_thesis\2151981_1_m.jpg
18012,Unique work,female,47.2,47.2,Not flat,4.0,3.0,Unique,signed,independent,3815.0,acrylic,Present,France,images_thesis\2147216_1_m.jpg
18013,Unique work,unknown,33.5,33.5,Not flat,2.0,2.0,Unique,signed,gallery,2422.0,other,No description,other,images_thesis\2143825_1_m.jpg
18014,Unique work,unknown,36.2,28.7,Not flat,2.0,2.0,Unique,signed,gallery,2180.0,other,No description,other,images_thesis\2143812_1_m.jpg
18015,Unique work,female,24.0,18.0,Not flat,2.0,7.0,Unique,signed,gallery,200.0,other,Present,United States,images_thesis\2142434_1_m.jpg
18016,Unique work,female,45.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3331.0,acrylic,Present,France,images_thesis\2140545_1_m.jpg
18017,Unique work,female,45.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3331.0,acrylic,Present,France,images_thesis\2140539_1_m.jpg
18018,Unique work,female,41.7,37.8,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,Present,France,images_thesis\2138577_1_m.jpg
18019,Unique work,female,53.1,37.8,Not flat,2.0,3.0,Unique,signed,independent,3633.0,acrylic,Present,France,images_thesis\2137161_1_m.jpg
18020,Unique work,female,53.1,37.8,Not flat,2.0,3.0,Unique,signed,independent,3633.0,acrylic,Present,France,images_thesis\2137159_1_m.jpg
18021,Unique work,female,43.3,38.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2136748_1_m.jpg
18022,Unique work,female,43.3,38.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2136745_1_m.jpg
18023,Unique work,female,43.3,37.4,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2136742_1_m.jpg
18024,Unique work,female,43.3,38.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2136737_1_m.jpg
18025,Unique work,female,42.5,42.5,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,Present,France,images_thesis\2134765_1_m.jpg
18026,Unique work,female,47.2,47.2,Not flat,2.0,3.0,Unique,signed,independent,3815.0,acrylic,Present,France,images_thesis\2134510_1_m.jpg
18027,Unique work,female,43.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3331.0,acrylic,Present,France,images_thesis\2130670_1_m.jpg
18028,Unique work,unknown,14.6,14.6,Flat,2.0,6.0,Unique,signed,gallery,1211.0,other,Present,France,images_thesis\2127073_1_m.jpg
18029,Unique work,female,41.7,37.8,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,Present,France,images_thesis\2123232_1_m.jpg
18030,Unique work,female,53.1,37.8,Not flat,2.0,3.0,Unique,signed,independent,3633.0,acrylic,Present,France,images_thesis\2123196_1_m.jpg
18031,Unique work,female,43.3,37.4,Not flat,2.0,3.0,Unique,signed,independent,3331.0,acrylic,Present,France,images_thesis\2123193_1_m.jpg
18032,Unique work,female,43.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,Present,France,images_thesis\2119983_1_m.jpg
18033,Unique work,female,43.3,37.8,Not flat,2.0,3.0,Unique,signed,independent,3149.0,acrylic,Present,France,images_thesis\2117880_1_m.jpg
18034,Unique work,female,23.6,23.6,Not flat,3.0,9.0,Unique,signed,gallery,3391.0,acrylic,No description,France,images_thesis\2112879_1_m.jpg
18035,Unique work,male,24.0,16.1,Not flat,3.0,9.0,Unique,signed,gallery,1817.0,other,No description,France,images_thesis\2093442_1_m.jpg
18036,Unique work,male,20.5,23.6,Not flat,3.0,9.0,Unique,signed,gallery,1817.0,other,No description,France,images_thesis\2093433_1_m.jpg
18037,Unique work,female,53.1,37.8,Not flat,2.0,3.0,Unique,signed,independent,3633.0,acrylic,Present,France,images_thesis\2085861_1_m.jpg
18038,Unique work,female,40.2,38.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2085816_1_m.jpg
18039,Unique work,female,39.4,38.6,Not flat,2.0,3.0,Unique,signed,independent,3270.0,acrylic,Present,France,images_thesis\2085813_1_m.jpg
18040,Unique work,male,19.6,19.6,Not flat,3.0,3.0,Unique,signed,gallery,680.0,oil,Present,other,images_thesis\2055087_1_m.jpg
18041,Unique work,female,47.0,47.0,Not flat,4.0,3.0,Unique,signed,gallery,3659.0,acrylic,Present,France,images_thesis\2054319_1_m.jpg
18042,Unique work,female,39.0,39.0,Not flat,4.0,3.0,Unique,signed,gallery,2916.0,acrylic,Present,France,images_thesis\2054313_1_m.jpg
18043,Unique work,female,47.0,47.0,Not flat,4.0,3.0,Unique,signed,gallery,3659.0,acrylic,Present,France,images_thesis\2054298_1_m.jpg
18044,Unique work,female,39.0,39.0,Not flat,4.0,3.0,Unique,signed,gallery,2916.0,acrylic,Present,France,images_thesis\2054289_1_m.jpg
18045,Unique work,female,39.0,39.0,Not flat,4.0,3.0,Unique,signed,gallery,2916.0,acrylic,Present,France,images_thesis\2054286_1_m.jpg
18046,Unique work,female,39.0,39.0,Not flat,4.0,3.0,Unique,signed,gallery,2916.0,acrylic,Present,France,images_thesis\2054280_1_m.jpg
18047,Unique work,female,39.0,39.0,Not flat,4.0,3.0,Unique,signed,gallery,2896.0,acrylic,Present,France,images_thesis\2054271_1_m.jpg
18048,Unique work,female,43.0,74.0,Not flat,4.0,3.0,Unique,signed,gallery,5583.0,acrylic,Present,France,images_thesis\2054250_1_m.jpg
18049,Unique work,female,39.0,39.0,Not flat,3.0,3.0,Unique,signed,gallery,2896.0,acrylic,Present,France,images_thesis\2054235_1_m.jpg
18050,Unique work,female,43.0,35.0,Not flat,3.0,3.0,Unique,signed,gallery,2846.0,acrylic,Present,France,images_thesis\2054229_1_m.jpg
18051,Unique work,female,82.0,49.0,Not flat,3.0,3.0,Unique,signed,gallery,5106.0,acrylic,Present,France,images_thesis\2054226_1_m.jpg
18052,Unique work,female,45.0,36.0,Not flat,2.0,3.0,Unique,signed,gallery,2973.0,acrylic,Present,France,images_thesis\2054217_1_m.jpg
18053,Unique work,female,41.0,37.0,Not flat,2.0,3.0,Unique,signed,gallery,3113.0,acrylic,Present,France,images_thesis\2054193_1_m.jpg
18054,Unique work,female,39.0,37.0,Not flat,2.0,3.0,Unique,signed,gallery,3113.0,acrylic,Present,France,images_thesis\2054187_1_m.jpg
18055,Unique work,female,44.0,44.0,Not flat,2.0,3.0,Unique,signed,gallery,3260.0,acrylic,Present,France,images_thesis\2054178_1_m.jpg
18056,Unique work,female,23.6,23.6,Not flat,2.0,5.0,Unique,signed,independent,727.0,acrylic,Present,France,images_thesis\2027100_1_m.jpg
18057,Unique work,male,35.0,45.7,Not flat,2.0,2.0,Unique,signed,independent,5250.0,acrylic,Present,France,images_thesis\1992333_1_m.jpg
18058,Unique work,unknown,23.6,15.7,Not flat,2.0,2.0,Unique,signed,gallery,900.0,oil,Present,other,images_thesis\1975626_1_m.jpg
18059,Unique work,male,39.4,39.4,Not flat,2.0,9.0,Unique,signed,gallery,3270.0,other,Present,France,images_thesis\1948422_1_m.jpg
18060,Unique work,female,39.4,63.0,Not flat,4.0,3.0,Unique,signed,gallery,2536.0,acrylic,Present,other,images_thesis\1851846_1_m.jpg
18061,Unique work,male,36.0,36.0,Flat,2.0,3.0,Unique,signed,independent,3633.0,oil,Present,United States,images_thesis\1779270_1_m.jpg
18062,Unique work,female,28.7,21.3,Not flat,3.0,7.0,Unique,signed,gallery,908.0,acrylic,No description,France,images_thesis\1749756_1_m.jpg
18063,Unique work,unknown,35.4,23.6,Not flat,3.0,10.0,Unique,signed,gallery,957.0,acrylic,Present,France,images_thesis\1735938_1_m.jpg
18064,Unique work,unknown,35.4,23.6,Not flat,3.0,10.0,Unique,signed,gallery,957.0,acrylic,No description,other,images_thesis\1729050_1_m.jpg
18065,Unique work,unknown,35.4,23.6,Not flat,3.0,10.0,Unique,signed,gallery,861.0,acrylic,No description,other,images_thesis\1728936_1_m.jpg
18066,Unique work,male,31.5,31.5,Not flat,3.0,9.0,Unique,signed,gallery,715.0,acrylic,No description,France,images_thesis\1622319_1_m.jpg
18067,Unique work,male,31.5,31.5,Not flat,3.0,9.0,Unique,signed,gallery,715.0,acrylic,No description,France,images_thesis\1622313_1_m.jpg
18068,Unique work,male,36.2,23.6,Not flat,3.0,9.0,Unique,signed,gallery,787.0,acrylic,No description,France,images_thesis\1622310_1_m.jpg
18069,Unique work,male,36.2,23.6,Not flat,3.0,9.0,Unique,signed,gallery,787.0,acrylic,No description,France,images_thesis\1622307_1_m.jpg
18070,Unique work,unknown,17.9,20.9,Not flat,4.0,10.0,Unique,signed,gallery,2483.0,oil,No description,other,images_thesis\1594191_1_m.jpg
18071,Unique work,unknown,27.6,19.7,Not flat,4.0,10.0,Unique,signed,gallery,1574.0,oil,No description,other,images_thesis\1594179_1_m.jpg
18072,Unique work,unknown,27.6,19.7,Not flat,3.0,10.0,Unique,signed,gallery,1090.0,oil,No description,other,images_thesis\1594170_1_m.jpg
18073,Unique work,male,39.4,47.2,Not flat,3.0,9.0,Unique,signed,gallery,3512.0,other,Present,France,images_thesis\1589895_1_m.jpg
18074,Unique work,male,45.7,35.0,Not flat,4.0,10.0,Unique,signed,gallery,12111.0,other,No description,France,images_thesis\1583100_1_m.jpg
18075,Unique work,male,76.8,51.2,Not flat,7.0,10.0,Unique,signed,gallery,24222.0,other,No description,France,images_thesis\1581780_1_m.jpg
18076,Unique work,male,47.2,23.6,Not flat,8.0,12.0,Unique,signed,gallery,7024.0,other,Present,other,images_thesis\1579662_1_m.jpg
18077,Unique work,male,51.2,59.1,Not flat,8.0,3.0,Unique,signed,independent,6055.0,other,Present,other,images_thesis\1510665_1_m.jpg
18078,Unique work,unknown,39.3,78.7,Not flat,3.0,6.0,Unique,signed,gallery,7000.0,acrylic,Present,other,images_thesis\1468353_1_m.jpg
18079,Unique work,unknown,19.7,19.7,Not flat,5.0,4.0,Unique,signed,gallery,1199.0,other,Present,other,images_thesis\1423017_1_m.jpg
18080,Unique work,unknown,19.7,19.7,Not flat,5.0,4.0,Unique,signed,gallery,1199.0,other,Present,other,images_thesis\1410132_1_m.jpg
18081,Unique work,female,19.7,19.7,Not flat,3.0,5.0,Unique,signed,independent,1078.0,other,Present,France,images_thesis\1388742_1_m.jpg
18082,Unique work,male,27.6,20.1,Not flat,39.0,3.0,Unique,signed,gallery,941.0,other,No description,Spain,images_thesis\1355313_1_m.jpg
18083,Unique work,male,20.1,27.6,Not flat,39.0,3.0,Unique,signed,gallery,941.0,other,No description,Spain,images_thesis\1355310_1_m.jpg
18084,Unique work,male,27.6,20.1,Not flat,39.0,3.0,Unique,signed,gallery,941.0,other,No description,Spain,images_thesis\1355307_1_m.jpg
18085,Unique work,male,20.1,27.6,Not flat,40.0,3.0,Unique,signed,gallery,941.0,other,No description,Spain,images_thesis\1355292_1_m.jpg
18086,Unique work,male,51.2,63.8,Not flat,4.0,12.0,Unique,signed,gallery,15744.0,other,No description,other,images_thesis\1323279_1_m.jpg
18087,Unique work,male,47.2,82.7,Not flat,6.0,10.0,Unique,signed,gallery,5450.0,other,Present,France,images_thesis\1297557_1_m.jpg
18088,Unique work,female,23.6,23.6,Not flat,4.0,5.0,Unique,signed,independent,1029.0,other,Present,France,images_thesis\1174956_1_m.jpg
18089,Unique work,unknown,39.4,31.9,Not flat,4.0,8.0,Unique,signed,gallery,2422.0,other,Present,France,images_thesis\1123143_1_m.jpg
18090,Unique work,unknown,31.5,23.6,Flat,4.0,5.0,Unique,signed,independent,787.0,acrylic,No description,France,images_thesis\1014681_1_m.jpg
18091,Unique work,unknown,26.0,22.8,Not flat,5.0,9.0,Unique,signed,gallery,702.0,acrylic,No description,France,images_thesis\989037_1_m.jpg
18092,Unique work,female,31.5,23.6,Not flat,7.0,7.0,Unique,signed,gallery,799.0,acrylic,No description,France,images_thesis\912333_1_m.jpg
18093,Unique work,female,31.5,23.6,Not flat,7.0,7.0,Unique,signed,gallery,799.0,acrylic,No description,France,images_thesis\912318_1_m.jpg
18094,Unique work,female,39.4,19.7,Not flat,7.0,7.0,Unique,signed,gallery,945.0,acrylic,No description,France,images_thesis\912258_1_m.jpg
18095,Unique work,female,14.0,11.0,Not flat,5.0,6.0,Unique,signed,independent,400.0,acrylic,Present,United States,images_thesis\908655_1_m.jpg
18096,Unique work,female,28.7,23.6,Not flat,5.0,5.0,Unique,signed,independent,836.0,acrylic,Present,France,images_thesis\902034_1_m.jpg
18097,Unique work,male,65.7,48.0,Not flat,8.0,10.0,Unique,signed,gallery,6298.0,oil,Present,France,images_thesis\883416_1_m.jpg
18098,Unique work,male,51.6,63.8,Not flat,9.0,10.0,Unique,signed,gallery,7267.0,oil,Present,France,images_thesis\883404_1_m.jpg
18099,Unique work,female,28.7,23.6,Not flat,10.0,5.0,Unique,signed,independent,836.0,acrylic,Present,France,images_thesis\859350_1_m.jpg
18100,Unique work,female,25.6,19.7,Not flat,10.0,9.0,Unique,signed,gallery,606.0,acrylic,Present,France,images_thesis\857211_1_m.jpg
18101,Unique work,unknown,39.4,39.4,Not flat,9.0,11.0,Unique,signed,gallery,6055.0,other,No description,France,images_thesis\810483_1_m.jpg
18102,Unique work,unknown,27.6,39.4,Not flat,9.0,11.0,Unique,signed,gallery,3512.0,other,No description,France,images_thesis\810474_1_m.jpg
